11037775;;;;4766017;;255217;114933;1039069;6585836;;538053;;129798;485490;782191;6790414;290635;982363;294636;;58929;;296517;;4014254;;
445083;14909073;1054885;;4775610;;;284731;1169079;;;;;142527;;149570;;282727;1108864;;828788;;834155;;;;;
486831;;91407995;;9920626;;233872;;463365;957345;330858;1195583;;75065;;1239416;1939285;885950;2527805;;;71763;1742054;;;5384588;;
250539;;;55566796;12745224;;105124;;196532;462601;;;;561769;79595;74930;1468085;;;;;;;914932;;1748709;;
3003459;534923;1296454;4602599;567365856;318633;720370;841561;3858782;7974629;4022144;4122806;593250;1011491;929030;3431009;18030573;8308345;17534259;383170;459658;433496;;2852015;;12843813;;12452472
;;;;;3786656;;;;;;;438743;185167;;;;;;;;;;4877625;;329454;;
389681;;;;5078478;;16263454;;1402000;1883605;;;;835106;40840;75040;683297;1166842;1249546;;;;;;;12029493;;
2070176;879356;2986760;1678765;21163833;;437509;50162400;579015;7171065;;3681693;;255858;181639;449263;6074034;3919960;4611558;;1413356;289812;;1365872;;18789381;;2608303
10312319;;1774364;6624724;102787554;427905;10980785;141738;562925467;36201754;395912;9530688;;385801;870706;400041;19637797;3900524;4652337;3436604;963592;293791;;7420983;;101730963;;7625764
25649488;;1396710;3452914;38688685;228249;4101034;393937;10267883;;1338596;7356517;;158108;2252050;911006;26182337;2541240;4670747;1945646;;300887;;1725257;;58052218;;11775761
1114125;;6806345;782663;19551012;;376085;;349238;2617809;29767048;4078893;;126852;68553;1293086;2136604;6689572;5339408;;;7934027;4364607;703019;;3226992;;
6486211;421785;4248774;4573259;81985404;352034;1890286;662300;6792528;21268131;1591079;248179072;;389037;700741;1152808;10624716;10047216;6443244;504736;2800834;616805;2012604;1642002;;20507258;;13116599
;;;;;229694;;;;;;;7288832;633892;;;;;;;;;;276352;;1509450;;
;;;;;128506;;;;;;;433208;7069085;;;;;1188597;;;;;;;2223019;;
513444;;;;;;;;;485349;;;;;113046;112955;914746;;;;;;;;;471265;;
413329;;754916;;7272285;;136582;;679493;796738;350729;886113;;;;38061996;1395249;1375111;1032388;;742772;59556;475533;361842;;2608021;;
2399493;;;933659;27000465;99600;300716;;1534683;2266288;;10380179;;98335;241890;619464;97202315;739241;6698885;;;115036;;885495;;7875374;;1693327
2278348;;2782383;2016125;65583893;;378282;;806142;2769832;2125235;3778971;;153541;422215;1900949;9763841;39239689;2281870;;463346;569053;645681;407031;;4187839;;4354718
509190;;351149;1203546;14571728;;293146;;553265;2617819;;;147095;465214;96013;248744;855635;378050;195473538;;;;;250599;;16569128;;
2314868;;;816108;10136032;;2256867;;6001492;12709638;;1901824;;;998162;79019;4493102;544387;;59744431;;;;695296;;18431284;;3868409
251496;;;;;;;;3399834;;;;;;;835294;;435926;;;64127086;;;;;3323682;;
256120;;;;;;;;;;550220;;;48753;;19708;;831200;;;;5362018;;;;528910;;
;;4749495;;;;;;;;;;;51055;;692356;;289270;1969350;;;;15882234;;;1261269;;
;;;;;758200;;;707965;;;;;90317;47084;77374;;;;;;;;82778658;;1069075;;
;;;3411128;6758484;400962;;;825712;908625;;;271996;522169;77270;368631;1511074;416484;1905070;;;;;4597166;;1761320;;
1690251;;;2065634;24767623;349440;8513316;482883;6030485;10058605;;5104637;614106;3323406;323913;930623;6175753;1946065;9739955;834925;;160655;;2009074;;319937939;;3082103
364355;;;2021132;13089143;242653;201741;;928829;1067144;;;;745837;;113663;2085520;445367;2026473;;;;;735683;;2295236;;
1280237;;;;14845991;;207709;;1366502;4776763;;2909608;;37666;330060;795307;2715466;1021458;;1266157;;104119;;356705;;5438557;;26281045
